arquivo,melhor_iou,brilho
20201229_132141033036_png_jpg.rf.6617558fd69b5ee19bad4e4e1b1165bd.jpg,0.9509999752044678,133.3
20201229_132213601817_png_jpg.rf.5f5ba0990175d8baad232a1eea073e63.jpg,0.9520000219345093,128.2
20350033_jpg.rf.8fb69ba5cdad53081208fc694274bfcd.jpg,0.9520000219345093,67.7
20201229_132129863117_png_jpg.rf.9e41392abf893e24a05228825d5a652d.jpg,0.9520000219345093,129.1
18534890_jpg.rf.52593699acf6cd0104425edccbeb5c9f.jpg,0.9520000219345093,69.9
20201229_132428291887_png_jpg.rf.8395947c9cfd44b0965c24ae2c05b41f.jpg,0.953000009059906,119.1
20201229_132214198729_png_jpg.rf.bc5a64ce6e02b326d7dce052312d49e8.jpg,0.9539999961853027,124.4
19741059_jpg.rf.bae3c69e4d8a251910641757f511fbd9.jpg,0.9539999961853027,72.7
20201230_081434856260_png_jpg.rf.dea8f7c044e19e1c5dd8070ce96c95a4.jpg,0.9539999961853027,149.5
20201229_132324439830_png_jpg.rf.ba4bde5fcf95833bcfeb271d1bc4dcd6.jpg,0.9539999961853027,135.8
20201229_132319202300_png_jpg.rf.743e35c23dd8fb6481e3dce5b43a1c08.jpg,0.9539999961853027,123.8
20201229_132402095823_png_jpg.rf.ee1714e4e806e760ffe4a79c4d87ddd4.jpg,0.9549999833106995,144.4
20201229_132214756837_png_jpg.rf.915cf3f9e24b8a329e8f8cb182130663.jpg,0.9549999833106995,119.8
20201230_081434699257_png_jpg.rf.86a97712f63c1fde6b843630b4aa24a0.jpg,0.9559999704360962,152.0
17978580_jpg.rf.2250d9266856764d4adc9829000a60ba.jpg,0.9559999704360962,86.6
DCAM0033_JPG_jpg.rf.94a83cac219057156b6becf4347acc19.jpg,0.9559999704360962,90.9
DCAM0079_JPG_jpg.rf.3293556b776d93b11d296b0e8d0c460f.jpg,0.9559999704360962,91.4
20355938_jpg.rf.ac129267062426a5cee3ea4a7e9467e2.jpg,0.9570000171661377,87.7
20201229_132437531227_png_jpg.rf.f3a0c16f3b956771d5cdd53f6141b304.jpg,0.9570000171661377,135.1
20201229_132215080257_png_jpg.rf.0c6f9b95cb7b0a402e84914db64e4f28.jpg,0.9580000042915344,119.5
19722143_jpg.rf.7e3259ac4a67b9e5a6622e867bd56b20.jpg,0.9589999914169312,109.1
18632274_jpg.rf.89b131b89b0f0edf46b18011430121e2.jpg,0.9599999785423279,106.5
20201229_132213746329_png_jpg.rf.e637d9429c4611193d62f79a0d071041.jpg,0.9599999785423279,126.9
20593935_jpg.rf.4c8aab46ef68a9652c131ad841c6afdb.jpg,0.9599999785423279,97.3
DCAM0088_JPG_jpg.rf.261c554b3aa54ba94e9f582c6e0f6045.jpg,0.9599999785423279,80.7
18014952_jpg.rf.93b590e3cbc7691a861ff0e30c1ee53f.jpg,0.9610000252723694,99.5
18703212_jpg.rf.460ebfd41ad6d36fe6b86a8791c22158.jpg,0.9610000252723694,87.0
20201229_132340613267_png_jpg.rf.9face74cabc90bed38cabf7b11093d3d.jpg,0.9610000252723694,143.7
20201229_132214930643_png_jpg.rf.5c80715617a50955f860a82b643ac1e1.jpg,0.9620000123977661,119.6
18146089_jpg.rf.2c03033d402ce30ab68e9e0e11e540ed.jpg,0.9620000123977661,57.8
17823145_jpg.rf.9ccad460fb2e712d40166296184fc7bb.jpg,0.9629999995231628,75.2
DCAM0054_JPG_jpg.rf.297c192e32e850a0f2b8744efb156936.jpg,0.9649999737739563,84.6
20201229_132316422946_png_jpg.rf.8fd20a8d2e14cd3dd9f28a15a4b655aa.jpg,0.9649999737739563,127.2
20201230_081440400243_png_jpg.rf.7958f47cb72c977362cd7f53322329c8.jpg,0.9670000076293945,150.2
18697617_jpg.rf.871eddceaa0826eb0e3811902f04bd61.jpg,0.9670000076293945,110.8
20201229_132215827575_png_jpg.rf.1b6066c1727f515af58ea78462807195.jpg,0.9700000286102295,137.2
17714652_jpg.rf.19069f427ed7c9301b8f812596ba3550.jpg,0.9710000157356262,87.8
20201229_132153530487_png_jpg.rf.fe4d4c9896ca045f437bfa4e87279b33.jpg,0.972000002861023,130.3
17861781_jpg.rf.da2eff8da2aba7b79c0c4fcad09005dd.jpg,0.9739999771118164,82.4
DCAM0019_JPG_jpg.rf.a272f486c9bb25642e8dd71ccf501556.jpg,0.9739999771118164,82.9
20201229_132428604420_png_jpg.rf.9f3635f4b28fe67918ca224c7d3bac24.jpg,0.9760000109672546,117.0
20201230_081443018481_png_jpg.rf.d06532fb6300618d637d670003126281.jpg,0.9760000109672546,138.9
17810984_jpg.rf.c40ecac5a9c99f1a436aabfa11607511.jpg,0.9789999723434448,78.8
20201229_132214055422_png_jpg.rf.bea176ba241c7392b2295b238e76e7fc.jpg,0.9800000190734863,122.9
images80_jpg.rf.31f280955f4de670d0b4299e439233a3.jpg,0.9819999933242798,97.4
17797639_jpg.rf.5dbcf26772e7e507dc09f3ccdb28e484.jpg,0.984000027179718,58.9
